org_id;org_name;legal_form;polactive_start_date;polactive_end_date;seat_location;zipcode;region_abb;country_abb;longitude;latitude;ig_type;policy_area;address_raw;GAVA_assoc_id;GAVA_assoc_name;GAVA_assoc_aggregate_name;GAVA_assoc_legal_form;GAVA_assoc_general;GAVA_assoc_ig_type;GAVA_assoc_ig_type_name;GAVA_assoc_ig_code;GAVA_assoc_ig_code_name;GAVA_level;GAVA_category;GAVA_topic;GAVA_topic_business;NCCR_nqid;NCCR_A4 Organisation;GK_interest_group;GK_canton_ig_raw;GK_type;GK_policy_code
CH_8Sgc1IVLqbWN;AEW Immobilien AG, Aarau;AG;2004;2005;Aarau;5000;AG;CH;8,048299599;47,38875067;;;;118;AEW Inmobilien AG Aarau;AEW Energie;11;Societe;20;Business groups;26;Private firm/company;98;NA;14;98;NA;NA;AEW Inmobilien AG;AG;comp;7
CH_Lx2lTTdATKd+;Bank in Menziken, Menziken;AG;1985;1999;Menziken;5737;AG;CH;8,186587788;47,23602433;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bank in Menziken, Menziken  ;AG;comp;15
CH_oNDTQ95BUyec;JRB Interregio Bank, Reinach;AG;2000;2001;Reinach;5734;AG;CH;8.161962;47.260831;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;JRB Interregio Bank, Reinach;AG;comp;15
CH_ial2NBiWSGpp;KWS Kraftwerk Säckingen, Säckingen;AG;2002;2005;Säckingen;NA;BW;DE;7,9435877;47,5562231;;;;3233;KWS Kraftwerk Säckingen Säckingen;KWS Kraftwerk Säckingen Säckingen;11;Societe;20;Business groups;27;Public utility company;98;NA;8;NA;NA;NA;KWS, Kraftwerk Säckingen;((Deutschland));comp;8
CH_Lbx7YL3Pn5Im;Schweizerischer Bäcker-Confiseurmeister-Verband / Association suisse des patrons boulangers-confiseurs;Ve.;1959;2004;Bern;3000;BE;CH;7,406455946;46,94761344;21;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Schweizerischer Bäcker-Konditormeisterverband;BE;prof;15
CH_74lKjPcpsWCs;Tochtergesellschaften Kernkraftwerk Gösgen;AG;1998;1999;Däniken;4658;SO;CH;7,97978;47,355475;;;;3053;Kernkraftwerk Gösgen AG;Kernkraftwerk Gösgen AG;11;Societe;20;Business groups;27;Public utility company;98;NA;8;98;NA;NA;Kernkraftwerk Gösgen  ;SO;comp;8
CH_x1BnZMNE8sAV;Coopérative d'habitation l'Union des six;Gen.;1989;2003;Genève;1200;GE;CH;6,14139354;46,20577413;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Coopérative d'habitation ""l'union des six""";GE;comp;15
CH_AhxLXV4x0aDe;Coopérative d'imprimerie;Gen.;1989;1999;Genève;1200;GE;CH;6,14139354;46,20577413;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Coopérative d'imprimerie;GE;comp;28
CH_xS6dH/SYzGuw;Schweiz. PTT-Vereinigung / Union PTT (section Genève-Téléphone);Ve.;1989;1989;Genève;1200;GE;CH;6,14139354;46,20577413;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PTT, Bern;BE;public;15
CH_SZ3Mdcc4WWCk;Société d'édition Vo Réalité / Gauchebdo / Voix ouvrière;AG;1944;2016;Genève;1200;GE;CH;6,14139354;46,20577413;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_Ie031VQU8dor;Hatt-Haller Immobilien AG;AG;1998;1999;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_kyXllgyLcVjP;Heinrich Hatt-Haller, Zürich;AG;1993;1999;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Heinrich Hatt-Haller, Zürich;ZH;comp;15
CH_AZ9Iw80oG9nt;SAir Group Zürich AG;AG;1999;1999;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_M2pmFErhEmmi;Schweizerischer Verband für Behindertensport (SVBS) / Fédération Suisse de Sport Handicap / PLUSPORT;Ve.;1987;1993;Volketswil;8604;ZH;CH;8,689601721;47,39258461;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_zQf9A+2TOZYG;Toneatti AG, Rapperswil;AG;1998;1999;Rapperswil;8640;SG;CH;8,815655083;47,222914;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_I4gcPPRpr/Mj;Unique AG, Flughafen Zürich;AG;2003;2003;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_A31xhSgzFXxz;Zürich Lebensversicherungs-Gesellschaft, Zürich;AG;1996;1996;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_CEZ0qA8pvdjM;Aebi Holding AG, Burgdorf;AG;2007;2007;Burgdorf;3400;BE;CH;7,619103997;47,05366353;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Aebi Holding AG;TG;comp;4
CH_772txh04fHHW;Aebi-Schmidt Holding AG, Bussnang;AG;2008;2012;Bussnang;9565;TG;CH;9,095428;47,53936;;;;99;Aebi-Schmidt Holding AG Bussnang;Aebi-Schmidt Holding AG Bussnang;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Aebi Holding AG;TG;comp;4
CH_kuzaelILeSWF;Arbeitgeberverband Mittelthurgau (MTG), Weinfelden;Ve.;2002;2012;Weinfelden;8570;TG;CH;9,112292172;47,56980422;;;;349;Arbeitgeberverband Mittelthurgau;Union patronale suisse (UPS);30;Association;20;Business groups;21;Peak-level business groups;2;Regional/Cantonal;15;1500;NA;NA;Arbeitgeberverband Mittelthurgau ;TG;prof;1
CH_nU9CvWCeamme;Autoneum AG;AG;2012;2012;Winterthur;8400;ZH;CH;8,734308291;47,4967529;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_v+SA4UgTaZ20;DSH - Holding;AG;2010;2012;Weiningen;8532;TG;CH;8,880638;47,583687;;;;1424;DSH - Holding;DSH - Holding;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;NA;NA;NA;NA
CH_kCq1oHuUdehG;Förderverein Humaine Klinik Zihlschlacht;Ve.;2002;2004;Zihlschlacht;8588;TG;CH;9,244024152;47,517083;;;;2074;Förderverein Humaine Klinik Zihlschlacht;Förderverein Humaine Klinik Zihlschlacht;30;Association;50;Identity groups;51;Patients;2;Regional/Cantonal;3;98;NA;NA;Förderverein Humaine Klink Zihlschlacht;NA;ngo;3
CH_FeBgzgcDY0qq;Foster Holding AG, Weinfelden;AG;2000;2003;Weinfelden;8570;TG;CH;9,112292172;47,56980422;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Foster Holding, Weinfelden;TG;comp;15
CH_zZ3FQZbjo7J1;Gleisag, Rorschach;AG;2000;2012;Rorschach;9400;SG;CH;9,495378085;47,47564585;;;;2366;Gleisag Rohrschach;Gleisag Rohrschach;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Gleisag, Rorschach;SG;comp;1
CH_565fXhvqFMpW;Kühne Holding AG, Schindellegi;AG;2007;2008;Schindellegi;8834;SZ;CH;8,691120529;47,166061;;;;3204;Kühne Holding AG Schindellegi;Kühne Holding AG Schindellegi;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Kühne Holding AG;SZ;comp;10
CH_qOhZSG+aarQB;PaTec, Kaltbrunn;AG;2002;2003;Kaltbrunn;8722;SG;CH;9,049284302;47,21002232;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PaTec, Kaltbrunn;SG;comp;1
CH_Bk3YVeogDsmx;PCS Holding, Bussnang;AG;2000;2012;Bussnang;9565;TG;CH;9,095428;47,53936;;;;3843;PCS - Holding;PCS - Holding;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;PCS Holding, Bussnang;TG;comp;10
CH_xVuVMKshF3Rt;RIETER;AG;2010;2012;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;4257;RIETER;RIETER;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1566;NA;NA;Ritec (Verein);FR;ngo;5
CH_IpRU0kbHDgt4;Stadler Altenrhein AG, Altenrhein;AG;2000;2012;Altenrhein;9423;SG;CH;9,54923179;47,479148;;;;5212;Stadler Altenrhein AG Altenrhein;Stadler Altenrhein AG Altenrhein;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Altenrhein AG;TG;comp;10
CH_PB0QFx+3S+Uv;Stadler Bussnang AG, Bussnang;AG;2001;2012;Bussnang;9565;TG;CH;9,095428;47,53936;;;;5214;Stadler Bussnang AG Bussnang;Stadler Bussnang AG Bussnang;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Bussnang AG, Bussnang;TG;comp;10
CH_pajuqQjfI0QL;Stadler Fahrzeuge AG, Bussnang;AG;2000;2001;Bussnang;9565;TG;CH;9,095428;47,53936;;;;5214;Stadler Bussnang AG Bussnang;Stadler Bussnang AG Bussnang;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Fahrzeuge AG, Bussnang;TG;comp;10
CH_xUZxbbnq/Upf;Stadler Pankow GmbH, Berlin (D);GmbH;2000;2012;Berlin;NA;BE;DE;13,404954;52,5200066;;;;5218;Stadler Pankon GmbH Berlin;Stadler Pankon GmbH Berlin;12;Societe;20;Business groups;26;Private firm/company;98;NA;10;NA;NA;NA;Stadler Pankow GmbH;BERLIN;comp;10
CH_oCzPE1yb4gJx;Stadler Rail AG, Bussnang;AG;2001;2012;Bussnang;9565;TG;CH;9,095428;47,53936;;;;5222;Stadler Rail AG Bussnang;Stadler Rail AG Bussnang;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Rail AG, Bussnang;TG;comp;10
CH_l/5pn2k1XVt6;Stadler Stahlguss AG, Biel;AG;2005;2012;Biel/Bienne;2500;BE;CH;7,29099;47,14706;;;;5224;Stadler Stahlguss AG Biel;Stadler Stahlguss AG Biel;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Stahlguss AG;BE;comp;1
CH_YYRn3P4edPyh;Stadler USA, New Jersey;AG;2012;2012;Westfield;NA;NJ;US;-82,7333663;28,0173131;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_dvcTPh8aa5Hc;Stadler Weiden GmbH, Weiden (D);GmbH;2006;2007;Weiden;NA;BY;DE;12,1489337;49,6743636;;;;5225;Stadler Weiden GmbH Weiden (D);Stadler Weiden GmbH Weiden (D);12;Societe;20;Business groups;26;Private firm/company;98;NA;10;NA;NA;NA;Stadler Weiden GmbH;WEIDEN;comp;1
CH_rRd5oCJ0/OrD;Stadler Winterthur AG, Winterthur;AG;2006;2012;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;5226;Stadler Winterthur AG Winterthur;Stadler Winterthur AG Winterthur;11;Societe;20;Business groups;26;Private firm/company;98;NA;10;98;NA;NA;Stadler Winterthur AG;ZH;comp;1
CH_BwWBzx3HeQBQ;Swissmechanic;Ve.;2001;2002;Weinfelden;8570;TG;CH;9,112292172;47,56980422;21;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Swissmechanic;TG;prof;18
CH_DtGr3BvCYTCs;Von Roll Holding AG, Zürich;AG;2002;2004;Zürich;8000;ZH;CH;8,475219;47,360508;;;;6186;Von Roll Holding AG Zürich; Von Roll;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Von Roll Holding AG;SO;comp;8
CH_ZGTW5rE2R1Dn;Von Roll INOVA / AE&E Inova AG / Hitachi Zosen Inova AG;AG;2003;2003;Zürich;8000;ZH;CH;8,475219;47,360508;;;;6186;Von Roll Holding AG Zürich; Von Roll;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Von Roll INOVA;SO;comp;8
CH_+X+rHCc4foJy;Walo Bertschinger Central AG, Zürich;AG;2007;2012;Zürich;8000;ZH;CH;8,475219;47,360508;;;;6242;Walo Bertschinger Central AG Zürich;Walo Bertschinger;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Walo Bertschinger Central AG;ZH;comp;10
CH_dZQmJWJNXvPn;Winpro AG, Winterthur;AG;2005;2005;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;6296;Winpro AG Winterthur;Winpro AG Winterthur;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Winpro AG;ZH;comp;15
CH_/y+p1nu49xhA;Wohnpark Promenade AG, Frauenfeld;AG;2011;2012;Frauenfeld;8500;TG;CH;8,896555733;47,55803542;;;;6330;Wohnpark Promenade AG Frauenfeld;Wohnpark Promenade AG Frauenfeld;11;Societe;20;Business groups;26;Private firm/company;98;NA;14;98;NA;NA;NA;NA;NA;NA
CH_qBD83x7UKZc3;Zellweger Metallbau AG, Weinfelden;AG;2001;2003;Weinfelden;8570;TG;CH;9,112292172;47,56980422;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Zellweger Metallbau AG;TG;comp;1
CH_VmkFxjxbG28Q;Recutex AG, Schattdorf;AG;2002;2004;Schattdorf;6467;UR;CH;8,671403124;46,84934202;;;;4169;Recutex AG Schattdorf;Recutex AG Schattdorf;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1562;NA;NA;NA;NA;NA;NA
CH_5/HclrPMP/gW;Texaid Textilverwertung AG, Schattdorf;AG;2002;2004;Schattdorf;6467;UR;CH;8,671403124;46,84934202;;;;5763;Texaid Textilverwertung AG Schattdorf;Texaid Textilverwertung AG Schattdorf;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1562;NA;NA;NA;NA;NA;NA
CH_Qopqmf8id6r7;URIFCA AG, Altdorf;AG;2002;2003;Altdorf;6460;UR;CH;8,634912;46,886774;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_8DwqTM6lTw2U;Urner Kantonalbank, Altdorf;Anst.;1940;2010;Altdorf;6460;UR;CH;8,634912;46,886774;;;;5932;Urner Kantonalbank Altdorf;Urner Kantonalbank Altdorf;50;Droit public;20;Business groups;27;Public utility company;2;Regional/Cantonal;15;1501;NA;NA;Urner Kantonalbank, Altdorf;UR;public;1
CH_4lpMYWLWeTHd;Verband Kantonspolizei Beamte Uri, Altdorf;Ve.;2006;2010;Altdorf;6460;UR;CH;8,634912;46,886774;;;;5997;Verband Kantonspolizei Beamte Uri Altdorf;Verband Kantonspolizei Beamte Uri Altdorf;30;Association;40;Occupational associations;44;Other occupational associations;2;Regional/Cantonal;12;98;NA;NA;NA;NA;NA;NA
CH_MYg+i8D7N7Nc;Verein Tourist Info Uri, Altdorf;Ve.;2002;2007;Altdorf;6460;UR;CH;8,634912;46,886774;;;;6093;Verein Tourist Info Uri;Verein Tourist Info Uri;30;Association;80;Public interest groups;89;Local development;2;Regional/Cantonal;15;1569;NA;NA;NA;NA;NA;NA
CH_yv8/uJ6D+1Aj;Dr. Otto Lusser-Stiftung, Altdorf;Stift.;2011;2015;Altdorf;6460;UR;CH;8,634912;46,886774;;;;1409;Dr. Otto Lusser-Stiftung Altdorf;Dr. Otto Lusser-Stiftung Altdorf;20;Fondation;80;Public interest groups;83;Humanitarian - national;2;Regional/Cantonal;13;98;NA;NA;NA;NA;NA;NA
CH_fev2neYo/Ko1;Kleinbrauerei Stiär Biär AG, Altdorf;AG;2011;2015;Altdorf;6460;UR;CH;8,634912;46,886774;;;;3081;Kleinbrauerei Stiär Biär AG Altdorf;Kleinbrauerei Stiär Biär AG Altdorf;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1561;NA;NA;NA;NA;NA;NA
CH_/k3WDHTXIo/E;upc cablecom GmbH, Zürich;GmbH;2015;2015;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_59zX7FEEb2Jx;Blenio Kraftwerke AG;AG;2000;2004;Locarno;6600;TI;CH;8,833300803;46,16973154;;;;888;Blenio Kraftwerke AG Olivone;Blenio Kraftwerke AG Olivone;11;Societe;20;Business groups;27;Public utility company;98;NA;8;98;NA;NA;NA;NA;NA;NA
CH_Tzp6Z5TCFNUm;Cellere AG, Frauenfeld;AG;2001;2011;Frauenfeld;8500;TG;CH;8,896555733;47,55803542;;;;1029;Cellere AG Frauenfeld;Cellere AG Frauenfeld;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;NA;NA;NA;NA
CH_qoNClaUHtOyP;Eidg. Schützenfest 2005, Frauenfeld;Ve.;2004;2005;Frauenfeld;8500;TG;CH;8,896555733;47,55803542;;;;1541;Eidgenössisches Schützenfest 2005 Frauenfeld (Organisationskomitee);Eidgenössisches Schützenfest 2005 Frauenfeld (Organisationskomitee);98;NA;60;Hobby/leisure groups;61;Sport;2;Regional/Cantonal;6;98;NA;NA;NA;NA;NA;NA
CH_kzFyjZZkNP0U;Elfin Art AG, Kreuzlingen (gehört Gruppe Jacob Rohner AG, Balgach);AG;2002;2005;Kreuzlingen;8280;TG;CH;9,172997371;47,63974577;;;;2956;Jacob Rohner AG Balgach;Gruppe Jakob Rohner AG;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1562;NA;NA;NA;NA;NA;NA
CH_faKktELNlkSa;GAB Gesellschaft für Ansiedlungsberatung AG, Kreuzling;AG;2002;2002;Kreuzlingen;8280;TG;CH;9,172997371;47,63974577;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_WjK2Od7FWLee;Jacob Rohner AG, Balgach;AG;2002;2008;Balgach;9436;SG;CH;9,60854556;47,40088029;;;;2956;Jacob Rohner AG Balgach;Gruppe Jakob Rohner AG;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1562;NA;NA;NA;NA;NA;NA
CH_6ZDDnzRfUiyP;Landwirtschaft AG der ZRA;AG;2005;2007;Aarberg;3270;BE;CH;7,282962081;47,04615296;;;;3255;Landwirtschaft AG der ZRA;Landwirtschaft AG der ZRA;11;Societe;20;Business groups;26;Private firm/company;98;NA;4;NA;NA;NA;NA;NA;NA;NA
CH_l0f/XjCZSPEv;Mowag AG, Kreuzlingen;AG;2004;2004;Kreuzlingen;8280;TG;CH;9,172997371;47,63974577;;;;3877;Personalvorsorgestiftung Mowag Kreuzlingen;Mowag;20;Fondation;40;Occupational associations;44;Other occupational associations;2;Regional/Cantonal;5;NA;NA;NA;NA;NA;NA;NA
CH_kt2U4e5AzS7R;MOWAG Motorwagenfabrik AG, Thurgau;AG;2001;2001;Kreuzlingen;8280;TG;CH;9,172997371;47,63974577;;;;3525;MOW AG Motorwagenfabrik AG Thurgau;Mowag;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1566;NA;NA;NA;NA;NA;NA
CH_3hToebUZ8C8W;Personalvorsorgestiftung Mowag, Kreuzlingen;Stift.;2010;2011;Kreuzlingen;8280;TG;CH;9,172997371;47,63974577;26;;;3877;Personalvorsorgestiftung Mowag Kreuzlingen;Mowag;20;Fondation;40;Occupational associations;44;Other occupational associations;2;Regional/Cantonal;5;NA;NA;NA;NA;NA;NA;NA
CH_j+XAvgUj89fY;Rennverein Frauenfeld;Ve.;2004;2007;Frauenfeld;8500;TG;CH;8,896555733;47,55803542;;;;4222;Rennverein Frauenfeld (Patronatskomitee);Rennverein Frauenfeld (Patronatskomitee);30;Association;60;Hobby/leisure groups;61;Sport;2;Regional/Cantonal;6;NA;NA;NA;NA;NA;NA;NA
CH_NEVra8HwTAEp;RICOTER Erdaufbereitung AG, Ostermundigen;AG;2002;2007;Ostermundigen;3072;BE;CH;7,495587166;46,95589739;;;;4253;Ricoter AG Ostermundigen;Ricoter AG Ostermundigen;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1561;NA;NA;NA;NA;NA;NA
CH_Gq29lCGuHxnI;Salzmann AG, St. Gallen;AG;2002;2010;St. Gallen;9001;SG;CH;9,37605;47,426479;;;;4346;Salzmann AG St. Gallen;Salzmann AG St. Gallen;11;Societe;20;Business groups;26;Private firm/company;98;NA;3;98;NA;NA;NA;NA;NA;NA
CH_GiiorV3fI22L;Sonderegger Druck AG, Weinfelden;AG;2008;2011;Weinfelden;8570;TG;CH;9,112292172;47,56980422;;;;5103;Sonderegger Druck AG Weinfelden;Sonderegger Druck AG Weinfelden;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;NA;NA;NA;NA
CH_n8+kwCXSZI3B;Stiftung Kartause Ittingen;Stift.;2002;2011;Warth;8532;TG;CH;8,880638;47,583687;;;;5380;Stiftung Kartause Ittingen;Stiftung Kartause Ittingen;20;Fondation;80;Public interest groups;89;Local development;2;Regional/Cantonal;6;98;NA;NA;NA;NA;NA;NA
CH_6CTXN9ceMmdz;team Selbsthilfe Thurgau;Ve.;2004;2004;Weinfelden;8570;TG;CH;9,112292172;47,56980422;;;;5733;team Selbsthilfe Thurgau (Patronatskomitee);team Selbsthilfe Thurgau (Patronatskomitee);30;Association;80;Public interest groups;88;Ideological and political groups;2;Regional/Cantonal;13;98;NA;NA;NA;NA;NA;NA
CH_kfa86NqThDKi;terzStiftung, Berlingen;Stift.;2009;2011;Berlingen;8267;TG;CH;9,023712;47,664401;;;;5761;terzStiftung Berlingen;terzStiftung Berlingen;20;Fondation;80;Public interest groups;83;Humanitarian - national;2;Regional/Cantonal;13;98;NA;NA;NA;NA;NA;NA
CH_h+IB3hl22rZa;TMF Extraktionswerk AG, Bazenheid;AG;2003;2006;Bazenheid;9602;SG;CH;9,065083615;47,397779;;;;5800;TMF Extraktionswerk AG Bazenheid;TMF Extraktionswerk AG Bazenheid;11;Societe;20;Business groups;26;Private firm/company;98;NA;7;98;NA;NA;NA;NA;NA;NA
CH_zaWlsSfumjI4;Verein der Freunde der Klosterkirche Paradies;Ve.;2004;2004;Schlatt;9050;AI;CH;9,413054347;47,33662496;;;;6040;Verein der Freunde der Klosterkirche Paradies (Patronatskomitee);Verein der Freunde der Klosterkirche Paradies (Patronatskomitee);30;Association;60;Hobby/leisure groups;63;Arts;1;Local;6;98;NA;NA;NA;NA;NA;NA
CH_8L4sye5E+yWD;Verein Schloss Herdern, Herdern;Ve.;2002;2007;Herdern;8535;TG;CH;8,916377;47,604398;;;;6083;Verein Schloss Hedern Hedern;Verein Schloss Hedern Hedern;30;Association;80;Public interest groups;83;Humanitarian - national;2;Regional/Cantonal;3;98;NA;NA;NA;NA;NA;NA
CH_bXpd2BGuXPG9;Drogerie Jürg Stahl, Winterthur;Einzelfirma;2000;2004;Winterthur;8400;ZH;CH;8,734308291;47,4967529;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_D1zD52Wd/oVi;Eulachhallen AG Winterthur, Sport- und Ausstellungshallen;AG;2002;2004;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;1690;Eulachhallen AG Winterthur Sport- und Ausstellungshallen;Eulachhallen AG Winterthur Sport- und Ausstellungshallen;11;Societe;20;Business groups;26;Private firm/company;98;NA;6;98;NA;NA;Eulachhallen AG Winterthur;ZH;sport;29
CH_s4SgXuYKXGc2;Kmu - Krankenversicherung, Winterthur;Stift.;2003;2004;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;3096;Kmu - Krankenversicherung Winterthur;Kmu - Krankenversicherung Winterthur;20;Fondation;20;Business groups;26;Private firm/company;2;Regional/Cantonal;3;98;NA;NA;Kmu - Krankenversicherung;ZH;comp;3
CH_LqLPQNFBvtZb;LifeWatch AG Neuhausen;AG;2011;2012;Neuhausen am Rheinfall;8212;SH;CH;8,599941087;47,665162;;;;3309;LifeWatch AG Neuhausen;LifeWatch AG Neuhausen;11;Societe;20;Business groups;26;Private firm/company;98;NA;17;NA;NA;NA;NA;NA;NA;NA
CH_SFh93dhZzbvC;Lions Club, Winterthur;Ve.;2008;2017;Winterthur;8400;ZH;CH;8,734308291;47,4967529;80;;;3320;Lions Club Winterthur;Lions Club;98;NA;50;Identity groups;56;Other identity groups;2;Regional/Cantonal;13;NA;NA;NA;Lions Club, Winterthur ;ZH;99;99
CH_OZs7p6a7MXKd;Schweizerischer Turnverband (STV), Aarau;Ve.;2006;2013;Aarau;5000;AG;CH;8,048299599;47,38875067;;;;4800;Schweizerischer Turnverband (STV);Schweizerischer Turnverband (STV);30;Association;60;Hobby/leisure groups;61;Sport;3;National;6;NA;NA;NA;Schweizerischer Turnverband ;AG;sport;29
CH_yGr7sHrNayZ+;Schweizerischer Unihockey Verband;Ve.;2015;2017;Ittigen;3063;BE;CH;7,474518407;46,98063365;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_eJEI/qxzrD37;Sportstiftung Winterthur;Stift.;2003;2004;Winterthur;8400;ZH;CH;8,734308291;47,4967529;;;;5175;Sportstiftung Winterthur;Sportstiftung Winterthur;20;Fondation;60;Hobby/leisure groups;61;Sport;2;Regional/Cantonal;6;NA;NA;NA;Sportstiftung Winterthur;ZH;sport;29
CH_y/voenj8m5ET;Stiftung Alters- und Pflegeheim Risi, Schwellbrunn (AR);Stift.;2002;2004;Schwellbrunn;9103;AR;CH;9,235045061;47,35179319;80;;;5269;Stiftung Alters- und Pflegeheim Risi Schwellbrunn (AR);Stiftung Alters- und Pflegeheim Risi Schwellbrunn (AR);20;Fondation;20;Business groups;28;Hospitals;2;Regional/Cantonal;14;NA;NA;NA;Stiftung Alters- und Pflegeheim Risi;AR;ngo;3
CH_AHsu0fLK73ia;Swiss Athletics;Ve.;2015;2016;Ittigen;3063;BE;CH;7,474518407;46,98063365;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_nysu4Beyqvvl;Swisscup, Aarau;Ve.;2008;2015;Aarau;5000;AG;CH;8,048299599;47,38875067;60;;;5647;Swisscup Aarau;Swisscup Aarau;98;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;Swisscup, Aarau;AG;sport;29
CH_cQBQdM140izH;TdS Biel (Tour de Suisse Biel), Biel;Ve.;2005;2017;Biel/Bienne;2500;BE;CH;7,29099;47,14706;60;;;5730;TdS Biel (Tour de Suisse Biel) Biel;TdS Biel (Tour de Suisse Biel) Biel;30;Association;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TdS Biel (Tour de Suisse Biel), Biel;BE;sport;29
